Identificador,Nome,Linhas de Pesquisa,Membros de Corpo Editorial,Revisores de Periódico,Revisores de Projeto de Fomento,Áreas de Atuação
6346102915981403,Fabiano Drumond Chaves,"Projeto, Aerodinâmica, Hidrodinâmica, Mecânica dos fluidos, Aerodinâmica",0,0,0,"Automação, Processos de Fabricação, Projetos de Máquinas, Engenharia Térmica, Aproveitamento da Energia, Termodinâmica"
6349646979605518,Alexander Martin Silveira Gimenez,,0,0,0,"Mineralogia e Petrologia, Conservação do Patrimônio Histórico, Aproveitamento de resíduos de Mineração"
6349706785034671,Raymundo Weslley de Freitas,,0,0,0,"Matemática Aplicada, Matemática Aplicada, Cálculo, Matemática Básica, Estatística, Formação de Docentes"
6367333686497319,Tricia Zapula Rodrigues,QUALIDADE DA ENERGIA ELÉTRICA,0,0,0,", Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Circuitos Elétricos, Magnéticos e Eletrônicos"
6368472217617839,Luís Augusto Mattos Mendes,,0,0,0,"Metodologia e Técnicas da Computação, Sistemas de Computação, Sistemas de Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação"
6371574270638272,Danilo França do Nascimento,,0,0,0,"Teatro, Arte-educação, Interpretação teatral, Literatura"
6380279792809473,Janison Rodrigues de Carvalho,"Instrumentação Eletrônica, Interfaceamento de Hardware, Instrumentação Eletrônica, Processamento de Sinais, Processamento de Sinais, Instrumentação Eletrônica",0,0,0,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Processamento de Sinais, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação"
6380401283011533,Lucília Lemos de Andrade,Gerenciamento de Resíduos Sólidos,0,0,0,"Moda e Estilo, , Ensino-Aprendizagem, Moda e Estilo"
6394273524978355,Eduardo Schirm,"Motores de Combustão Interna, Combustíveis, Aditivos",0,0,0,"Engenharia Térmica, Projetos de Máquinas, Processos de Fabricação"
6396746713320016,colimar Marcos Vieira,,0,0,0,"Circuitos Elétricos, Magnéticos e Eletrônicos"
6405955890874091,Marlyson Junio Alvarenga Pereira,,0,0,0,
6408995233341443,Adriana Venuto,O Sistema único de Saúde em Minas Gerais: Uma Avaliação das Atividades de Implantação e de seus Efeitos junto aos Usuários do Sistema,0,0,0,"Sociologia do Trabalho, Sociologia das Profissões, , Metodologia de Pesquisa Científica, Sociologia das Organizações"
6414668727720390,Alcione Rodrigues Milagres,,0,0,0,"Geografia Física, , Geociências"
6419136778974550,Ari Divino Soares,,0,0,0,
6442210947844016,Alcione Gonçalves,,0,0,0,"Língua Portuguesa, , Educação Tecnológica, Formação de professores"
6444262096107700,Ivanilza Felizardo,"Processos de fabricação por Soldagem, Soldagem robotizada, Automação e mecanização de processos produtivos, Soldagem de Tubulações, Modelagem térmica por volumes finitos, Simulação off line de processos produtivos",0,0,0,"Processos de Fabricação, Processos de Fabricação, Processos de Fabricação, Fenômenos de Transporte, Projetos de Máquinas, Projetos de Máquinas"
6447512644654475,Henrique Elias Borges,"Dinâmica Quântica de Sistemas Abertos, Engenharia de Software, Gerenciamento de Redes, Softwares para o Ensino Assistido por Computador, Segurança da Informação, Gerenciamento de Ambientes Computacionais, Modelagem Empresarial, Sistemas de Informação, Dinâmica Quântica de Sistemas Abertos, Métodos Matemáticos Aplicados a Sistemas Inteligentes, Vida Artificial, Sistemas Multiagentes, Otimização, Agentes Inteligentes",0,0,0,"Inteligência Artificial, Neurociência, Sistemas de Computação, Física Geral, Psicologia Fisiológica, Matemática da Computação"
6457015065476666,Aparecida Terayama,Desenvolvimento de um programa para controle de transferência externa de alunos para o curso de Eng. Mecânica,0,0,0,", Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Metodologia e Técnicas da Computação, Circuitos Elétricos, Magnéticos e Eletrônicos, Sistemas de Computação, Sistemas de Computação"
6462684377051193,Dagoberto Cassio da Silva,,0,0,0,", Saneamento Ambiental"
6463678663010789,Leandro Henrique Santos,"Estudos fundamentais e flotação de minérios fosfáticos ígneos de ganga carbonática, Estudos fundamentais e flotação de minérios fosfáticos ígneos de ganga carbonática, Interface entre Hidrometalurgia, Sistemas Aquosos Bifásicos e Tratamento de Minérios, Avaliação e otimização da fragmentação de rochas aplicada ao Tratamento de Minérios, Beneficiamento de minério de ferro via separações gravítica, magnética e flotação",0,0,0,", Ensino, Engenharia de Materiais e Metalúrgica"
6468352391206571,Cristina da Rocha Alves,,0,0,0,"Geodésia, Geotécnica, Resistência dos Materiais"
6470777279064794,Ériks Tobias Vargas,,0,0,0,", , , "
6480542919268538,Carlos Wagner Gonçalves Andrade Coelho,Desenvolvimento de um sistema de prognóstico de queimadas em áreas susceptíveis ao longo das linhas de transmissão da CEMIG,0,0,0,"Geografia Física, Geografia Física, Geodésia, Geoprocessamento"
6484524753890591,João Marcos Miranda Vaillant,"Materiais para construções sustentáveis, Materiais e Processos Construtivos",0,0,0,"Construção Civil, Geotécnica, Construção Civil"
6491863242210152,Marcos Prado Amaral,,0,0,0,"Sistemas de Computação, Tecnologia da Informacao"
6507114081255256,Antônio de Pádua Nunes Tomasi,"Sociologia do Trabalho, Processos construtivos e formativos",0,0,0,"Outras Sociologias Específicas, Fundamentos da Educação, Tópicos Específicos de Educação"
6538282975603701,Murillo Ferreira dos Santos,GRIn - Grupo de Robótica Inteligente,0,0,0,", , Sistemas Elétricos de Potência, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
6539106892344754,Enderson Neves Cruz,"Sistemas Digitais e Microprocessdos, Sistemas Inteligentes, Robótica",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Eletrônica Industrial, Sistemas e Controles Eletrônicos, "
6539169612758835,Aline Bruna da Silva,,0,0,0,", Polímeros"
6543714823198081,Jacqueline Cardoso Ferreira,,0,0,0,"Construções Rurais e Ambiência, Construções Rurais e Ambiência, Construções Rurais e Ambiência"
6545115051079964,Flávio Luis Cardeal Pádua,"Processamento e Análise de Imagens, Visão Computacional, Aprendizado de Máquina, Sistemas de Informação Multimídia, Gestão da Inovação",0,0,0,"Visão Computacional, Processamento de Imagens Digitais, Recuperação de Informação Visual Com Base no Conteúdo, Sistemas de Informação Multimídia, Tecnologias Assistivas"
6548607883425035,Rodnei Eduardo Fialho,,0,0,0,
6555805379309351,Valter Júnior de Souza Leite,"Estabilidade e Controle de sistemas incertos, Controle robusto de sistemas não-lineares, Estabilidade robusta de sistemas com atrasos nos estados",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
6585576065067091,Márcio Freire,,0,0,0,", "
6617001066819762,Tales Argolo Jesus,"Modalegem Matemárica de Sistemas Dinâmicos Não-Lineares no Domínio da Frequência, Controle Não-Linear e Aplicações em Robótica Aérea - Estratégias de Coordenação de Múltiplos Veículos Aéreos Não-Tripulados (VANTs), Modelagem e Previsão de Séries Temporais, Grupo de Pesquisa em Matemática Aplicada e Computacional, Estratégias de Coordenação de Múltiplos Robôs Móveis, Estratégias de Navegação de Robôs Móveis Terrestres, Controle Não-Linear e Aplicações em Robótica Aérea - Rastreamento de Trajetórias com Quadricópteros",0,0,0,"Controle não-linear, Coordenação de múltiplos agentes, Robótica cooperativa, Sistemas Dinâmicos, Representações para sistemas dinâmicos não-lineares, Modelagem e Previsão de Séries Temporais"
6625135423341326,Marcelo Corrêa Mussel,,0,0,0,"Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação"
6639246140803820,Marcus Tadeu Pinheiro Silva,,0,0,0,
6641865413392219,Paula Magda da Silva Roma,,0,0,0,", Física da Matéria Condensada, Áreas Clássicas de Fenomenologia e suas Aplicações, Protozoologia de Parasitos, Física aplicada à Finanças, Ensino-Aprendizagem"
6644827241366135,Baltazar Jonas Ribeiro Morais,,0,0,0,", Cosmologia, Aspectos da Teoria Quântica de Campus"
6670889703156871,André Leão Moreira,,0,0,0,"Literatura Brasileira, Lingüística Aplicada"
6678248916206568,Sérgio Luiz da Silva Pithan,,0,0,0,"Processmento Digital de Imagens, Equações Diferenciais Parciais, Geometria Algébrica, Polímeros, Aplicações"
6683227888109901,Vera de Sales Martins,"LOGOS - Grupo de Pesquisa de Logística, Operações e Sistemas",0,0,0,"Gerência de Produção, Administração da Produção, Logística, Gerência de Produção"
6684054111759393,Carolina Riente de Andrade,"Núcleo de Estudos Organizacionais, Sociedade e Subjetividade - NOSS, GENTTE - Gênero, Trabalho e Tecnologia",0,0,0,"Gênero e diversidade, Psicologia do Trabalho e Organizacional, Administração de Recursos Humanos, Administração Pública, Administração, Papéis e Estruturas Sociais; Indivíduo"
6686089989154375,Raphael Freitas Santos,"Educação, Cultura e Sociedade, Práticas e Estratégias Institucionais, Elaboração de uma base de dados em plataforma web a partir de documentos setecentista, Desenvolvimento de materiais didáticos gamificados, e práticas de baixo custo para ensino de programação e robótica",0,0,0,", , História do Brasil, História da África, Patrimônio Cultural"
6692633686049581,José Gedael Fagundes Júnior,,0,0,0,", Processos de Fabricação, Projetos de Máquinas, Metalurgia de Transformação, Metalurgia de Transformação, Caracterização Microestrutural"
6705710234680465,Pedro Duarte Antunes,,0,0,0,", , "
6714387584240649,Vinícius Barbosa Schettino,"Desenvolvimento de Software, Desenvolvimento de Hardware, Processamento de Sinais, Desenvolvimento de Hardware, Processamento de Sinais",0,0,0,", Probabilidade e Estatística Aplicadas, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Física Nuclear"
6715701375569983,Rafael Silva Alípio,"Aterramentos Elétricos, Descargas Atmosféricas, Eletromagnetismo Aplicado, Desempenho de Linhas de Transmissão",0,0,0,"Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Telecomunicações, Descargas Atmosféricas, Aterramentos Elétricos, Transitórios Eletromagnéticos"
6727318451203133,Douglas Machado Tavares,,0,0,0,", Matemática da Computação, Jogos Eletrônicos"
6728484056396293,Wagner Jose Moreira,"Estudos de Literatura Contemporânea, Ensino Superior, Morte e literatura: a experiência do exterior na constituição do conhecimento, Poesia Portuguesa Moderna e Contemporânea.",0,0,0,"Literatura Comparada, Linguagem e Tecnologia, Ensino-Aprendizagem, "
6731249219052713,Patrícia Procópio Pontes,,0,0,0,", Tratamento de Águas de Abastecimento e Residuárias, Saneamento Básico, Saneamento Ambiental, Saneamento Ambiental, Saneamento Ambiental"
6736997704378989,Gustavo Henrique Reis de Araújo Lima,"Astrofísica Estelar, Formação Estelar, Discos de Acreção, Estrelas T Tauri clássicas, Estrelas Ae/Be de Herbig, Magneto-hidrodinâmica, Transferência radiativa, Magnetohidrodinâmica, Transferência radiativa, Formação estelar, Modelagem matemática, Estrelas T Tauri clássicas, Astrofísica estelar",0,0,0,"Astrofísica Estelar, Astrofísica Estelar, "
6741943718203689,Alci Mendes Rodrigues,,0,0,0,"Física da Matéria Condensada, Eletrodeposição de nanopartículas"
6765322100159078,Paulo Azevedo Soave,"Superhidrofobicidade, Mecânica e eletrônica de equipamentos, Desaguamento de rejeitos de mineradoras",0,0,0,"Física da Matéria Condensada, Física da Matéria Condensada, Física da Matéria Condensada, Controle"
6765521199937493,Marco Antonio de Souza Brito,"Saúde Indígena, Povos Tradicionais da Amazônia",0,0,0,", Sociologia Urbana, Fundamentos da Sociologia, Sociologia Rural, Sociologia Rural"
6776076167224373,Flávio Roberto dos Santos Coutinho,"Computação Gráfica, Interação Humano-Computador, Evolução e Manutenção de Software, Desenvolvimento de Jogos",0,0,0,"Desenvolvimento de Jogos, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, "
6791142643805264,Arnaldo Avidago Geraldo,,0,0,0,Telecomunicações
6792216795919199,Luciana Patrícia Ferreira,"Materiais e Tecnologias Não Convencionais na Construção Civil, Computação Gráfica Aplicada Pesquisa em Engenharia e Arquitetura, Eficiência Energética e Construção Civil, Metodologias de Ensino em Engenharia e Arquitetura",0,0,0,"Projeto de Arquitetura e Urbanismo, Sustentabilidade, Desenho de Arquitetura Auxiliado por Computador - CAAD, Habitat de interesse Social"
6803671749269303,Renato Pontone Junior,Mediação Pedagógica na Educação em Ciências,0,0,0,
6816990418217921,Daniel Guimarães do Lago,,0,0,0,", Sistemas de Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação"
6824739413179983,Flávia Spitale Jacques Poggiali,,0,0,0,"Materiais para construções sustentáveis, Resíduo de construção civil, Resíduos industriais, ECAP (Equal Channel Angular Pressing)"
6843645057094955,Márcio Silva Basílio,,0,0,0,"Geologia, Geologia, Geologia, Recursos Hídricos, Saneamento Ambiental, Saneamento Ambiental"
6846272113081283,Miguel Fernando de Oliveira Guerra,,0,0,0,"Educação Matemática, Probabilidade e Estatística, Matemática"
6856488815788536,Rafael Gonçalves Silva,,0,0,0,"Fisiologia do Exercício, Aspectos Fisiológicos da Natação, Avaliação Física"
6860210609875237,Carla Priscila de Morais Mendes,,0,0,0,"Sistemas de Computação, Gestão de Projetos, desenvolvimento de Software"
6881376479604513,Lislie Carolina Diana,,0,0,0,"Literaturas Estrangeiras Modernas, Literaturas em Língua Inglesa, Estudos de Gênero e Crítica Feminista, Literatura e outras artes e mídias, Canto, Composição Musical"
6890179112274993,Marcelo de Sousa Balbino,"Desenvolvimento de Softwares, Desenvolvimento de software científico",0,0,0,"Engenharia de Softwares, Banco de Dados, Sistema de Informação, Sistemas de Computação, Sistema Especialista"
6890243050112225,Ernane Cunha de Lima,,0,0,0,
6894810822648983,Adriano Nogueira Drumond Lopes,"Sistemas Robotizados, Controle de sistemas não lineares",0,0,0,
6898188197618037,Sandro Cardoso Santos,"Processos de fabricação / Usinagem, tribologia, Engenharia Simultânea, Processos de Fabricação por Usinagem",0,0,0,"Tribologia, Projetos de Máquinas, Projetos de Máquinas, Processos de Fabricação"
6901624987235235,Adriana de Almeida Pinto Bracarense,"Química dos Produtos Naturais, Desenho biossintético de fungicidas, Química de Micro-organismos, Psicopedagogia e ensino de química, Gestão em remediação de áreas contaminadas, Produtos naturais",0,0,0,"Química Orgânica, Biossorção aplicada a Remediação Ambiental, Microbiologia Aplicada e Engenharia Sanitária, Biotecnologia Química"
6903109160065321,Gustavo Campos Menezes,,0,0,0,"Matemática da Computação, Teoria da Computação, Metodologia e Técnicas da Computação"
6908375909475057,Cirilo Goncalves Junior,,0,0,0,"Álgebra, Geometria e Topologia"
6920797663844597,Wagner Sade,,0,0,0,", Metalurgia de Transformação"
6931301727862180,Cleverson Fernando Garcia,"Desenvolvimento, validação e aplicação de ferramentas de análise multivariada em métodos voltados à Química Verde, Química de Alimentos",0,0,0,"Química Verde, Química de Produtos Naturais, Ciência e Tecnologia de Alimentos"
6949685529690448,Eduarda Calado Barbosa Abath,,0,0,0,"Epistemologia, Filosofia da Linguagem, Epistemologia"
6949861152810464,Tiago de Freitas Paulino,,0,0,0,"Sistemas de Refrigeração e Bombas de Calor, Sistemas Pneumáticos, Utilidades e Tubulações Industriais"
6949976948195196,Tatiana Barbosa de Azevedo,,0,0,0,
6961594073213770,Eduardo Antonio de Barros Bueno,,0,0,0,", Energias alternativas"
6965022625757541,Alba Valéria Aparecida Durães,,0,0,0,", Língua Portuguesa, Literatura Brasileira, LITERTURA - VISÃO DISCURSIVA, Métodos e Técnicas de Redação, CURSO PRÉ-VESTIBULAR"
6975509309502460,Rodrigo de Oliveira Pedrosa,,0,0,0,
6980876459992932,Aline Fernanda Bianco Mattioli,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, , Matemática Aplicada"
6993816296486502,James William Goodwin Júnior,"HIstória do Brasil, Pesquisador do Centro de Memória Cultural e Identidade Regional do Vale do Jequitinhonha, A EDUCAÇÃO PROFISSIONAL SOB O PONTO DE VISTA DO LÉXICO REPUBLICANO (1891-1930), Progresso em Palavras: ciência, técnica e trabalho no discurso das elites mineiras da Primeira República.",0,0,0,"História das Cidades, História do Brasil, História do Brasil, História do Brasil, História do Brasil"
6994814260178186,Fábio Júlio Magalhães Pessoa,,0,0,0,", Administração de Empresas, Administração Pública, Ensino-Aprendizagem"
7001126143546699,Natália Moreira Tosatti,,0,0,0,"Lingüística Aplicada, Língua Portuguesa, Gêneros Textuais, Avaliação de Proficiência em Língua Portguesa"
7007842662216007,Fernanda Ribeiro Jordão,,0,0,0,", Estruturas, Construção Civil, Construção Civil, Construção Civil"
7028639858878025,Felipe Valença de Oliveira,,0,0,0,"Geologia, Aplicações de Radioisótopos, Metodologia e Técnicas da Computação"
7030605162734260,Henrique dos Reis Paula,,0,0,0,"Sistemas Elétricos de Potência, Sistemas Elétricos de Potência"
7032193034516451,Luciano Coutinho dos Santos,,0,0,0,
7035524120623369,Marcelo Caramuru Pimentel Fraga,,0,0,0,"Pesquisa Operacional, Matemática da Computação, Planejamento de Transportes"
7063628266447643,Thiago Marques de Souza,"Sistemas Elétricos de Potência, Eletrônica de Potência, Geração Eólica, Geração Solar Fotovoltaica, Sistemas Elétricos de Potência, Eletrônica de Potência, Geração Solar Fotovoltaica, Eletrônica de Potência, Conversores Eletrônicos, Técnicas de Controle não Lineares",0,0,0,"Eletrônica de Potência, Energia Solar Fotovoltaica, Energia Eólica, Fontes Alternativas de Energia, Sistemas Elétricos de Potência"
7100973050480475,José Evaristo Rodrigues Costa,,0,0,0,"Física da Matéria Condensada, Ensino-Aprendizagem, Circuitos Elétricos, Magnéticos e Eletrônicos"
7103107947957772,José Geraldo Pedrosa,Análise das práticas e dos discursos de educação ambiental,0,0,0,", "
,Suzana Maria Zatti Lima,Alvenaria Estrutural,0,0,0,
7112079971227610,Eudson Carlos Souza Magalhaes,Desenvolvimento de Jogos Educacionais,0,0,0,"Química Analítica, Educação, , Química Orgânica, , Tecnologia de Alimentos"
7153683166713405,Lucia Emilia Letro Ribeiro,"Processos Formativos em Educação Tecnológica, Melhoria da Qualidade Ambiental em Laboratórios de Ensino do CEFET-MG, Gerenciamento de Resíduos Químicos Laboratoriais",0,0,0,"Química Inorgânica, Química e tratamento de resíduos químicos, História das Ciências, Avaliação da Aprendizagem, Métodos e Técnicas de Ensino"
7162441999639662,Vinicius da Silva Fiuza,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos"
7174830511647929,Antônio Carlos da Silva Souza,GRUPO DE PESQUISA: ENSINO DE GEOGRAFIA - DEPARTAMENTO DE GEOGRAFIA E HISTÓRIA - CEFET-MG,0,0,0,"Análise Espacial, Geografia Urbana, Climatologia, MEIO AMBIENTE, Geografia Regional, Geografia Humana"
7178071915682604,Evandro Tolentino,"concreto de alto-desempenho, estruturologia de materiais cimentícios: caracterização microestrutural de concretos e argamassas de cimento Portland, deterioração de concretos de cimento Portland, vitrificação de rejeitos de aciaria, Deterioração de concretos de cimento Portland, Comportamento mecânico de concretos e argamassas de cimento Portland que utilizem fibras naturais ou sintéticas em suas composições",0,0,0,"Materiais cerâmicos, Materiais Não-Metálicos, Vitrificação de rejeitos, Construção Civil"
7181138696812140,Eudes Lorençon,"Ciência dos materiais, Desenvolvimento de Materiais Avançados para Catálise, Tecnologias &quot;Verdes&quot; para Oxidação, Processos Oxidativos Avançados, Catálise Heterogênea, Síntese de Nitreto de Carbono Grafítico (g-C3N4) Dopado com Metais, Fotocatálise",0,0,0,", Química de nanometeriais, Síntese de nanomateriais, Química Inorgânica, Síntese de nanomateriais, Síntese de nanomateriais"
7183602118679997,Wanderson Lopes Lamounier,,0,0,0,"Biologia da Conservação, , Meio Ambiente, Geografia Física, Geografia Física, Geografia Física"
7204188298669024,Jacqueline Amanda Figueiredo dos Santos,,0,0,0,"Físico-Química, Físico-Química, Química Inorgânica"
7216779183873135,Danilo Cristófaro Alves da Silva,Experiências de ensino e aprendizagem de línguas em interface direta com as tecnologias digitais - Grupo de Pesquisa NALET,0,0,0,"Lingüística Aplicada, Línguas Estrangeiras Modernas, , Linguística, Exames de Proficiência em Língua Estrangeira"
7227537222986392,Mauricio Antônio Carneiro,"Evolução Tectônica da Crosta Siálica da Porção Meridional do Cráton São Francisco, Magmatismo Ultramáfico Neoarqueano da Porção Meridional do Cráton São Francisco, Geologia da Província Alcalina/Carbonatítica do Alto Paranaíba, sua potencialidade mineral e o impacto ambiental oriundo da explotação de suas reservas minerais.",0,0,0,"Geologia, Geologia, Geologia, Geologia, Geologia, Geologia"
7231148629829231,Hermes Augusto Oliveira Rabelo,,0,0,0,"Métodos Quantitativos em Economia, Economia Monetária e Fiscal, Economia Regional e Urbana"
7251412053516154,Ana Mara de Oliveira Figueiredo,,0,0,0,"Metodologia e Técnicas da Computação, Teoria da Computação, Metodologia e Técnicas da Computação, Sistemas de Computação"
7252379489622387,José Francisco Campos Moreira,,0,0,0,
7255421890955428,Leila Saddi Ortega,"Implantação do Diagnóstico Molecular de Escherichia coli EHEC 0157:H7, Pesquisas na área de Patógenos em Alimentos e Epidemiologia Molecular Bactérias isoladas de Alimentos, Elaborar trabalhos científicos para congressos e para publicações em periódicos, Metodologias Moleculares como PCR específico, AP-PCR, LSSP-PCR, Ribotipagem, RFLP e Sequenciamento na discriminação de amostras produtoras de alto e baixo nível de Toxinas, Discriminação Molecular entre Linhagens de Leptomonas seymouri, Sensíveis e Resistentes a drogas, Indução e Seleção de Linhagens Resistentes a drogas, Estudos de Aspectos Positivos e Limitantes do Programa Saúde da Família em Barbacena, Ética na Comunicação Científica, Tema transversal orientação sexual: apropriação de professores da educação fundamental pública acerca da documentação pedagógica oficial, Pesquisas em Metáforas, Modelos e Analogias na Tecnologia, na Educação e na Ciência, Pesquisa em Ensino de Ciências pela abordagem CTS",0,0,0,"Ensino de Ciências, Biologia Geral, Microbiologia, Biologia Molecular de Microrganismos, Epidemiologia Molecular, Educação e Saúde"
7268200323184338,Rafaella de Souza Henriques,,0,0,0,"Sistemas Produtivos, Sistemas Produtivos Inteligentes, Engenharia de Produção, Controle Estatístico, Otimização, Inteligência Computacional"
7273517486247018,Maria das Graças de Almeida,"Telecomunicações, Modelos matemáticos e computacioanis, Informática industrial, Processamento de sinais e imagens, Geoprocessamento, Processamento de sinais e imagens",0,0,0,"Telecomunicações, Telecomunicações, Telecomunicações, Telecomunicações, Telecomunicações, "
7274017232113769,Sandra Vaz Soares Martins,,0,0,0,
7280232421906965,Leonardo Conegundes Martinez,,0,0,0,"Pesquisa Operacional, Pesquisa Operacional, Pesquisa Operacional, Teoria da Computação, Inteligência Computacional, Negociações Algorítmicas"
7289975035519398,Antônio Augusto Braico Andrade,"Escrita, Leitura e Processos Interdiscursivos, Análise do Discurso Midiático, Estudos sobre semiodiscursividade, Educomunicação, Mídia, processos educativos e organizações aprendentes, Análise do Discurso",0,0,0,", , Relações Públicas"
7297012432990562,Fernando Antonio Vieira Rodrigues,,0,0,0,
7313123538920777,Mauro Lúcio Lobão Iannini,,0,0,0,
7326840373733686,Valéria Netto Valente,,0,0,0,"Línguas Estrangeiras Modernas, Lingüística Aplicada"
7334055693729601,Jane Lage Bretas,,0,0,0,
7336424505661046,Alvaro Francisco de Britto Junior,,0,0,0,", , Administração de Empresas"
7343414275348360,Antonio Nereu Moreira,,0,0,0,
7345060839021477,Joanice Maria Barreto,,0,0,0,", , Sociologia do Trabalho"
7351936178429636,Roseana Nunes Baracat Moreira,,0,0,0,"Língua Portuguesa, Literatura Brasileira, Literatura Comparada, Outras Literaturas Vernáculas, Teoria Literária, Ensino-Aprendizagem"
7359890287964582,Clarisse de Oliveira Carmo,,0,0,0,"Conservação da Natureza, Remediação de Solos, Engenharia Ambiental"
7361504745437659,David Gonçalves de Oliveira,,0,0,0,ensino
7365724131999035,Rosana Áurea Tonetti Massahud,,0,0,0,"Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas de Computação, Matemática aplicada e computacional"
7370501119196486,Lucio Flavio Santos Patricio,"Projeto e Fabricação, Dinâmica Veicular, Estampagem Incremental, Dinâmica de sistemas mecânicos, Cálculo e Análise Virtual de Componentes e Sistemas Automotivos",0,0,0,"Mecânica dos Sólidos, Processos de Fabricação, Mecânica dos Sólidos, Processos de Fabricação"
7376326070609646,Rodrigo Lacerda Sales,,0,0,0,"Gestão da Inovação, Empreendedorismo de Base Tecnológica, Empreendedorismo - Gestão Empreendedora - Plano de Negócios, Gestão da Pequena e Média Empresa, Gestão Estratégica, Planejamento Estratégico"
7383504674605138,Marlon José do Carmo,"Educação em Engenharia, Automação Industrial, Aplicações de Microcontroladores, Peformance assessment-Auditoria em malhas industriais de controle, Desenvolvimento de dispositivos Supercondutores",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Controle e Automação, Controle e Automação, Circuitos Elétricos, Magnéticos e Eletrônicos, Microprocessaores e Microcontroladores, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
7394233647698513,Rosália Caldas Sanábio de Oliveira,,0,0,0,", Didática de Geografia, Didática de Geografia, Didática de Geografia, "
7420489159503232,Ronaldo Eugenio de Souza Filho,,0,0,0,"Sistemas Elétricos de Potência, "
7428649706844290,Frederico Duarte Fagundes,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Telecomunicações, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, , Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação"
7429339514035681,Renato de Sousa Dâmaso,Simulações de cálculo neutrônico usando MCNP,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Simulação computacional, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
7429822441645486,Andrea Soares Santos,"Literatura, cultura e tecnologia, Edição, Linguagem e Tecnologia",0,0,0,"Literatura Comparada, Literatura Brasileira, Estudos de Tradução"
7446494834529191,Tuender Durães de Lima,Centro de Estudos de Design e Tecnologia da Escola de Design/UEMG - Linha de Pesquisa: É membro de criação e execução da Tecnologia Social Librário.,0,0,0,"Lingüística Aplicada, Tópicos Específicos de Educação, Tópicos Específicos de Educação, Ensino-Aprendizagem, Fundamentos da Educação"
7450217841407503,Guilherme Zubaran de Azevedo,Teoria da Literatura e Literatura Comparada,0,0,0,", História do Brasil, , Literatura Brasileira, Teoria Literária, Literatura Comparada"
7465177122348197,Ana Flavia Pinheiro de Campos,,0,0,0,", CATÁLISE QUÍMICA"
7474445800716834,Ana Elisa Ferreira Ribeiro,"Gêneros e tipos textuais, Linguagem e Tecnologia, Inter-relação linguagem, cognição e cultura, II - Discurso, mídia e tecnologia, Coordenadora da Cooperação técnico-científica com a Academia Mineira de Letras, III - Linguagem, ensino, aprendizagem e tecnologia, IV - Edição, linguagem e tecnologia",0,0,0,", , , , "
7481714140120718,Rosanna Cinthya dos Santos Oliveira,,0,0,0,"Teoria Literária, Línguas Estrangeiras Modernas, Lingüística Aplicada, Sociolingüística e Dialetologia, Língua Portuguesa, Literatura Brasileira"
7489676045597472,Neolmar de Matos Filho,"Análise de viabilidade econômica para implantação de uma microusina solar para geração de energia elétrica residencial, Estação Solar Inteligente, Participação do Grupo de Pesquisa em Eficiência Energética e Construção Civil - GPEEC",0,0,0,", , Empreendedorismo"
7499752464812345,Carlos Magno Martins Cosme,"Computação Quântica, Métodos Numéricos para Solução de Equações Diferenciais",0,0,0,"Matemática Aplicada, Teoria da Computação, Matemática"
7519570341215347,Julio Cesar Cabral,,0,0,0,", Matemática, Produção de material didático"
7521962356972769,Waldir Eduardo Rapalo Junior,,0,0,0,
7536181384159078,José Geraldo Peixoto de Faria,,0,0,0,"Física Geral, Áreas Clássicas de Fenomenologia e suas Aplicações, Física Geral"
