Identificador,Nome,Linhas de Pesquisa,Membros de Corpo Editorial,Revisores de Periódico,Revisores de Projeto de Fomento,Áreas de Atuação
1384456547238509,Anderson Cruvinel Magalhaes Maciel,,0,0,0,"Administração de Empresas, , Políticas Públicas e Gestão da Educação Profissional e Tecnológica"
1397259633228194,Edinaldo Luciano da Silva,,0,0,0,", Metalurgia de Transformação"
1399396927293846,Luis Paulo Fernandes Liberto Linares,"Biocombustíveis, Termohigrômetro, Nanoargilas",0,0,0,"Física Nuclear, Física Nuclear, Física Nuclear, Física Geral, Física da Matéria Condensada, Ensino de Física"
1418043179488325,Éden Santana Campos Amorim,,0,0,0,Álgebra
1422795875369677,Felipe Dias Paiva,,0,0,0,"Administração de Empresas, "
1436584335176244,Cristina Roscoe Vianna,Génetica e fisiologia de leveduras com ênfase em atividade enzimática e caracterização molecular.,0,0,0,", , Processos Industriais de Engenharia Química, , Saneamento Ambiental, Tratamento de Águas de Abastecimento e Residuárias"
1442346362402403,Marcus Vinicius Mendes Pereira,,0,0,0,"Docência, Ferrovias; Projetos e Construção, Rodovias; Projeto e Construção, Drenagem Urbana, Estradas e Ferrovias, Ciência da Computação, Instalações Prediais"
1442485713184411,Guilherme Marconi Silva,,0,0,0,"Processos de Fabricação, Especificação de Materiais Metálicos, Tratamentos Térmicos, Mecânicos e Químicos, Engenharia Mecânica, Fundição de materiais ferrosos"
1449902596670082,Michel Pires da Silva,"Recuperação da Informação, Análise e Mineração de Intensos Fluxos de Dados, Desenvolvimento de Ambientes Autônomos",0,0,0,"Sistemas Distribuídos e Programação Concorrente, Avaliação de Desempenho, Computação Autônoma, Redes de Computadores, Sistemas Operacionais"
1470511503774449,John Kennedy Schettino de Souza,,0,0,0,"Sistemas de Computação, Sistemas de Computação, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Bioengenharia"
1470945463113756,Matusalém de Brito Duarte,,0,0,0,", Geografia Humana, Saneamento Ambiental, Manejo Florestal, Geografia Humana, Psicologia Social"
1478880673552570,Claudio Henrique Gomes dos Santos,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Sistemas Elétricos de Potência, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica de Potência, Fontes Renováveis de Energia"
1482059279389559,Egídio Ieno Júnior,"Otimização de algoritmos para implementação em FPGA, Implementação de algoritmos de processamento de imagens digitais em FPGA baseado em modelos utilizando a ferramenta System Generator",0,0,0,", , Sistemas Embarcados, Microeletrônica, Telecomunicações"
1483810605771856,Silvania Alves Braga de Castro,,0,0,0,"Geologia, "
1501108430968820,Glauciene Silva Martins,"Núcleo Interdisciplinar sobre gestão em organizações (não) empresariais (Nig.one) - Inovação e Recursos Humanos, Empreendedorismo, Extensão universitária, Núcleo de Inovação, Competitividade e Empreendedorismo - NICE",0,0,0,", Inovação, Competências, Recursos Humanos"
1520674484349861,Claudinei Alfredo do Nascimento,,0,0,0,
1527102765383370,José Otaviano da Mata Machado Silva,,0,0,0,"Literaturas Estrangeiras Modernas, Literatura Comparada, Teoria Literária"
1527865990611761,Alessandra Ribeiro da Silva,,0,0,0,", Análise, Análise"
1564310678064366,Magno Ernany Barbosa,,0,0,0,
1565636098181308,Douglas Geraldo Magalhães,"Tratamento de MInérios, Caracterização Tecnológica de Minérios",0,0,0,", Tratamento de Minérios, Tratamento de Minérios, Pesquisa Mineral, Topografia"
1585965616856157,André Luiz Marques Rocha,,0,0,0,"Construções Rurais e Ambiência, Engenharia de Água e Solo, Conservação da Natureza, Engenharia de Água e Solo, Engenharia de Água e Solo, Construções Rurais e Ambiência"
1592571700883338,Juracy Coelho Ventura,,0,0,0,"Direito Público, Estado e Governo, Estado e Governo, Construção Civil, Construção Civil, Direito Público"
1621484388800232,Rodrigo Alves dos Santos,"PRÁTICA DE ENSINO E DIDÁTICA DO ENSINO DE LÍNGUA PORTUGUESA E LITERATURAS, FORMAÇÃO DE PROFESSORES DE LÍNGUA E LITERATURAS DE LÍNGUA PORTUGUESA, Formação de Professores de Língua Portuguesa para o trabalho com a leitura literária, TRABALHO COM A LEITURA LITERÁRIA: da formação de professores à formação do leitor jovem, TRABALHO COM A LEITURA LITERÁRIA: da formação de professores à formação do leitor jovem, Tecnologias de Informação e Comunicação (TIC) e Construção da Aprendizagem no Ensino Superior e nos anos finais da Educação Básica, Técnica e Tecnológica., TRABALHO COM A LEITURA LITERÁRIA: da formação de professores à formação do leitor jovem, REPRESENTAÇÕES DO BRASIL E DA CULTURA BRASILEIRA EM MATERIAIS DIDÁTICOS DE CURSOS DE CULTURA BRASILEIRA E DE PORTUGUÊS PARA ESTRANGEIROS OFERECIDOS EM UNIVERSIDADES ESTRANGEIRAS., ESTUDO SOBRE O TRABALHO COM A LEITURA LITERÁRIA EM MANUAIS (LIVROS) DIDÁTICOS DE LÍNGUA PORTUGUESA DO BRASIL E DE PORTUGAL, Tecnologias de Informação e Comunicação (TIC) e Construção da Aprendizagem no Ensino Superior e nos anos finais da Educação Básica, Técnica e Tecnológica.",0,0,0,", "
1656525153092875,Márcio Expedito Guzzo,,0,0,0,
1665739700329750,William Pinheiro,,0,0,0,
1687249621908412,Carlos Alberto Salazar Mercado,,0,0,0,"Geometria e Topologia, Dinâmica Conservativa"
1688613035440438,Francisco Augusto Canal Freitas,,0,0,0,"Estética, História da Filosofia, Arquitetura e Urbanismo"
1689802307306674,Maria Fernanda Ferreira Resende,,0,0,0,"Línguas Estrangeiras Modernas, Língua Portuguesa, Literaturas Estrangeiras Modernas, Literatura Brasileira, , Teoria e Análise Lingüística"
1698386677608128,Renata Calciolari,,0,0,0,", Engenharia de Automação Industrial"
1717985208023825,Mariana Martins Drumond,"Produção de não ruminantes - Bioltecnologia da reprodução de peixes, Nutrição de Não ruminantes - peixes, Genética Molecular e de Microorganismos, Biologia Molecular",0,0,0,"Genética Molecular e de Microorganismos, Biotecnologia em Saúde Humana e Animal, Produção Animal, Aqüicultura, Recursos Pesqueiros de Águas Interiores"
1729879819280874,Bruno André Santos,,0,0,0,"Neurociência Teórica e Computacional, Modelagem Computacional, Metodologia e Técnicas da Computação"
1730570464408410,José Elias de Oliveira,,0,0,0,
1734998997232825,Silvana Lúcia Teixeira de Avelar,,0,0,0,"Lingüística Aplicada, "
1748244515606610,Lucas Stofel Gonzaga,,0,0,0,", Ensino superior, Mecânica dos Solos, Ensino Técnico"
1754551443895148,Wagner José Rodrigues,,0,0,0,", , "
1761403329043351,André Henrique Campos Teixeira,,0,0,0,"Agrimensura, Geodésia Geométrica, Cartografia Básica, Pavimentos"
1767099415509838,Rogério Barbosa da Silva,"Figurações da Morte nas literaturas brasileira e portuguesas contemporâneas, Linha I - Literatura, Cultura e Tecnologia, Linha IV - Edição, Linguagem e Tecnologia, Ensino de literatura e leitura, Poesia e Tecnologia, Projeto de ensino de literatura e língua portuguesa na esfera do ensino técnico, Literatura e informática",0,0,0,"Literatura Brasileira, Literatura Comparada, Literatura Comparada, Literatura e tecnologias digitais, Edição"
1767234297647906,Suzanny Cristina Soares Martins,,0,0,0,
1770575077080310,Sandra Mara Alves Jorge,,0,0,0,Álgebra
1786862501932859,Eduardo de Oliveira,,0,0,0,
1793495333034806,Marco Antonio Durço,,0,0,0,
1814500244750614,Juliana Neves Barbosa,,0,0,0,"Ensino, Fisiologia Vegetal, , Ecologia, Agronomia, Botânica Aplicada"
1819133725471453,Wanderley Alves Parreira,"Sistemas Energias Alternativas Photovoltaicas (Off+On Grid), Nucleo de Pesquisa Energias Alternativas e Eletronica Industrial, Controladores Microprocessados para Sistemas Eletricos de Potencia, Controle Microprocessado para Sistemas Anti-Ilhamento em MicroGrids.",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Sistemas Elétricos de Potência, Instrumentação Automática e Telecontroles, Controles Eletrônicos Microprocessados, Sistemas de Energia Telecomunicações"
1821959329545926,Gretynelle Rodrigues Bahia,,0,0,0,", , , "
1835449945133209,Lindolpho Oliveira de Araújo Junior,Controle e Automação,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Processos de Fabricação, Metodologia e Técnicas da Computação, Teoria da Computação, "
1837340151253829,Cícera Vanessa Maia,,0,0,0,
1839050099817318,Clausymara Lara Sangiorge,,0,0,0,"Química Analítica, Química Analítica, Química Analítica, Química Analítica, Físico-Química"
1841799475396072,Lucas Silva de Oliveira,,0,0,0,"Robótica, Mecatrônica e Automação, Química"
1847145587036032,Raphael Bambirra Silva,"Sistemas Inteligentes, Smartgrids com geração distribuida",0,0,0,", Inteligência Artificial, Smart grids, Sistemas Inteligentes, Robótica, Mecatrônica e Automação, Sistemas embarcados"
1848195540280650,Israel Teodoro Mendes,,0,0,0,"Automação de processos, microcontroladores, Circuitos Elétricos, Magnéticos e Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Modelagem de processos, controle adaptativo baseado em inteligência computacional, Sistemas de Telecomunicações"
1852330407141788,Renata Gomes Lanna da Silva,"Análise Avançada em Estruturas de Aço, Estruturas Mistas Aço-Concreto, Componentes de construção e processos construtivos",0,0,0,"Estruturas, Estruturas Mistas, Mecânica das Estruturas"
1862774093130409,Roberta Abalen Dias,"Turismo e Desenvolvimento Sustentável, Turismo, Cultura e Educação",0,0,0,", "
1881463123489055,Gustavo de Lins e Horta,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Circuitos Elétricos, Magnéticos e Eletrônicos, Ciência de Dados, Machine Learning, Telecomunicações"
1889882819958910,Leticia Carvalho Belchior,,0,0,0,", Ensino-Aprendizagem, , "
1891199216403314,Cristiane de Castro e Almeida,,0,0,0,"História da Educação Profissional, Políticas Públicas, Teoria Política, História do Brasil, História Moderna e Contemporânea"
1893099190537471,Marcelo Martins Stopa,"Eletrônica de Potência, Acionamentos Elétricos, Sistemas de Medição, Máquinas Elétricas",0,0,0,"Sistemas Elétricos de Potência, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Circuitos Elétricos, Magnéticos e Eletrônicos"
1906249512307449,Maria dos Anjos Beirigo Cunha,"Economia da Moda, Inovação e Moda e Planejamento e Desenvolvimento de Produtos do Vestuário, Gestão Aplicada ao Desenvolvimento Regional; Ética, Sociedade e Tecnologia",0,0,0,
1912285069596814,Bruno Silva Cota,,0,0,0,", , "
1925812982762374,Márcia Gorett Ribeiro Grossi,Ambientes Virtuais de aprendizagem,0,0,0,"Ensino-Aprendizagem, Educação a Distância, Ambientes virtuais de aprendizagem, Novas Tecnologias, Neurociências e Educação, Objetos de aprendizagem"
1940545525464761,Felipe de Moraes Russo,,0,0,0,"Geotécnica, , "
1944320705513196,Patrick Mendes dos Santos,"Implantação da base de dados do Acervo de Escritores Mineiros sob orientação do Prof. Wander Melo Miranda, Implantação do Laboratório de Microanálise do consórcio Física, Geologia, Química e CDTN-CNEN sob a orientação da Prof. Karla Balzuweit., Detecção de falhas elétricas e mecânicas em máquinas de indução sob a orientação do Prof. Walmir Matos Caminhas., Inteligência computacional, lógica fuzzy, Manutenção preditiva, Máquinas elétricas, defeitos e manutenção., Projeto de Filtros para dv/dt, Qualidade da Energia, Acionamentos elétricos a longa distância, Perspectivas de utilização e divulgação do Laboratório de Microanálises e Microscopia Eletrônica., Modelagem e projeto de redes de filtros para eliminação de sobretensão em acionamentos industriais com acabos longos (parceria com a University of Wisconsin-Madison e ABB) sob a orientação do Prof. Alessandro Fernandes Moreira., Linhas de transmissão, modelagem e simulação., Distribuição de tensão em máquinas elétricas., Redes de filtros passivas., Projeto de Circuitos Integrados",0,0,0,"Fotosensores, píxeis ativos e sistemas integrados de imagem., Projeto de Circuitos Integrados, Circuitos Elétricos, Magnéticos e Eletrônicos, Eletrônica Industrial, Máquinas Elétricas e Dispositivos de Potência, Métodos e Técnicas de Ensino"
1944658448222915,Marília Gaspar de Souza Lima,Habitação e Infraestrutura na Cidade e no Território: Produção e Políticas Públicas,0,0,0,Projeto de Arquitetura e Urbanismo
1959433482643214,Nilton da Silva Maia,"Emissão Acústica de Materiais Metálicos utilizados em Tubulações de Transporte de Produtos Petrolíferos, Integridade Estrutural, Extensometria, Projetos de Transdutores de Pressão, Projetos de Células de Carga, Ensaios de Materiais",0,0,0,", Mecânica dos Sólidos, Projetos de Máquinas"
1961851637891900,Sérgio Cardoso Barcelos,"Orientações de TCC nas seguintes linhas de pesquisa: Educação Física Escolar, Desenvolvimento Humano, Lazer, Formação profissional, Pedagogia do Movimento e Corporeidade, Objetivos: Estudo das relações do fenômeno corporeidade com o movimento humano e o lazer, entendido enquanto manifestação humana, nas suas relações com a sociedade, incluindo políticas de intervenção, e destacando-se as interfaces com os conteúdos fí, Corporeidade e lazer",0,0,0,", , Saúde Pública"
1965034419688059,Maria Cristina dos Santos,,0,0,0,", "
1973203283574662,Andréia de Oliveira Santos,,0,0,0,
1979079223701535,Evandro José Ribeiro,,0,0,0,
1981957756218506,João Batista Queiroz Zuliani,"Sistemas Automotivos, Modelagem Matemática de Filas: Estudo de caso e simulação, Otimização, Engenharia Didática",0,0,0,", Otimização, Matemática Aplicada, Sistemas Dinâmicos"
1985372445809982,Alex Rogério Barletta dos Santos,,0,0,0,Estruturas
1986553194214152,Antonio Nogueira Starling,,0,0,0,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Circuitos Elétricos, Magnéticos e Eletrônicos, Circuitos Elétricos, Magnéticos e Eletrônicos"
1990298969940975,Cláudia Mara de Souza,,0,0,0,"Língua Portuguesa, Teoria e Análise Lingüística, Línguas Estrangeiras Modernas"
2003401420560517,André Luiz Carvalho Ottoni,"Inteligência Artificial, Robótica",0,0,0,"Inteligência Artificial, Sistemas Inteligentes, Robótica Inteligente"
2015695867571778,Vanessa Guerra Caires,,0,0,0,", Circuitos Elétricos, Magnéticos e Eletrônicos, Circuitos Elétricos, Magnéticos e Eletrônicos, Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Planejamento e Avaliação Educacional"
2018657578128631,Mauricio de Azevedo Couto,"Educação Profissional Técnica de Nível Médio, Mercado de Trabalho.",0,0,0,", Avaliação"
